Party,Criminal Case,Total Assets,Liabilities,state,Education
BJP,0,40000000,3500000,KARNATAKA,10th Pass
BJP,0,20000000,1600000,GUJARAT,Post Graduate
INC,1,6700000,4000000,MAHARASHTRA,10th Pass
IND,30,630000000,2400000,TAMIL NADU,10th Pass
YSRCP,0,1400000,0,ANDHRA PRADESH,Graduate Professional
INC,0,50000000,3000000,KARNATAKA,Graduate
BJP,0,270000000,10000000,GUJARAT,Graduate
BJP,0,70000000,100000000,JHARKHAND,8th Pass
SP,0,0,0,UTTAR PRADESH,Graduate Professional
BJP,0,20000000,1700000,KARNATAKA,10th Pass
BJP,0,0,3200000,NAGALAND,10th Pass
INC,1,110000000,3000000,RAJASTHAN,Graduate Professional
CPI(M),4,20000000,0,KERALA,Post Graduate
NPP,0,80000000,0,PUDUCHERRY,10th Pass
BJP,0,20000000,1700000,UTTAR PRADESH,10th Pass
INC,0,2100000,7400000,KARNATAKA,12th Pass
RJD,4,20000000,0,BIHAR,12th Pass
BJP,0,51000,8000000,RAJASTHAN,Graduate
IND,0,8300000,200000,HARYANA,Graduate
AAP,0,240000000,0,MAHARASHTRA,12th Pass
BJD,0,20000000,6900000,ODISHA,Post Graduate
BJP,0,0,600000,GUJARAT,Others
BJP,0,6200000,900,HIMACHAL PRADESH,12th Pass
YSRCP,5,190000000,3600000,PUDUCHERRY,Graduate Professional
BJP,7,1000000,3900000,TRIPURA,8th Pass
DMK,22,6200000,1100000,TAMIL NADU,8th Pass
BJP,1,20000000,800000,PUNJAB,Post Graduate
IND,6,30000000,30000000,TAMIL NADU,Graduate Professional
BJP,0,590000000,79000,MADHYA PRADESH,Graduate Professional
AITC,0,10000000,0,WEST BENGAL,Graduate
BJD,0,20000000,0,ODISHA,12th Pass
BJP,19,280000000,5200000,TRIPURA,Graduate
AIADMK,0,20000000,1000000,TAMIL NADU,10th Pass
AAP,8,170000000,4200000,KERALA,Graduate Professional
INC,1,530000000,30000000,RAJASTHAN,Post Graduate
INC,7,410000000,2900000,KARNATAKA,Graduate
INC,8,20000000,1100000,MADHYA PRADESH,Graduate
INC,6,60000000,0,TAMIL NADU,Post Graduate
AAP,1,20000000,1900000,DELHI,10th Pass
BJP,0,30000000,10000000,UTTAR PRADESH,10th Pass
INC,3,1900000,120000000,MAHARASHTRA,Graduate Professional
JD(U),0,20000000,3500000,BIHAR,12th Pass
BJP,0,50000000,3500000,GUJARAT,Graduate Professional
DMK,10,60000000,2400000,TAMIL NADU,Graduate Professional
RJD,4,1400000,0,RAJASTHAN,Graduate
IND,18,170000000,20000000,MAHARASHTRA,Graduate Professional
AITC,1,20000000,2400000,WEST BENGAL,10th Pass
BJP,0,70000000,10000000,MANIPUR,Graduate
SP,1,0,4400000,GOA,Graduate Professional
BJP,1,0,2800000,GUJARAT,Graduate Professional
AAP,16,70000000,800000,GUJARAT,Graduate
BJP,1,800000000,9600000,KARNATAKA,10th Pass
BJP,1,50000000,50000000,MADHYA PRADESH,10th Pass
BJP,0,6800000,0,UTTAR PRADESH,Graduate Professional
AAP,5,10000000,300000,KERALA,Graduate Professional
BJP,0,20000000,150000000,ASSAM,Graduate Professional
BJP,0,20000000,1500000,TRIPURA,Post Graduate
JD(U),0,180000000,20000000,UTTARAKHAND,Doctorate
BJP,0,20000000,2600000,MADHYA PRADESH,10th Pass
BJD,1,50000000,0,ODISHA,Doctorate
CPI(M),8,110000000,0,KERALA,Graduate Professional
AAP,1,20000000,0,WEST BENGAL,Post Graduate
AITC,0,10000000,0,WEST BENGAL,Graduate
YSRCP,0,180000000,200000,BIHAR,12th Pass
BJP,1,0,20000000,MADHYA PRADESH,12th Pass
BJP,8,40000000,300000,GUJARAT,Doctorate
BJP,0,70000000,300000,GUJARAT,Literate
BJP,1,20000000,100000,GUJARAT,10th Pass
YSRCP,0,2800000,5900000,HIMACHAL PRADESH,Graduate
DMK,14,80000000,1000000,TAMIL NADU,Graduate Professional
INC,3,0,9400000,HIMACHAL PRADESH,10th Pass
NPP,1,120000000,3500000,ANDHRA PRADESH,Graduate
YSRCP,0,70000000,2400000,ANDHRA PRADESH,12th Pass
AAP,1,20000000,300000,PUNJAB,Graduate Professional
AIADMK,18,300000000,2000000,TAMIL NADU,Post Graduate
NPP,1,300000000,0,CHHATTISGARH,Post Graduate
BJP,3,2100000,4400000,KARNATAKA,Graduate Professional
BJP,0,270000000,9500000,PUNJAB,Graduate
JD(S),34,7500000,10000000,MADHYA PRADESH,Post Graduate
SHS,3,170000000,30000000,KERALA,10th Pass
AAP,5,1100000000,4600000,MAHARASHTRA,Graduate Professional
BJP,2,0,1500000,PUNJAB,12th Pass
BJP,0,8900000,700000,PUNJAB,Graduate
YSRCP,6,20000000,20000000,ANDHRA PRADESH,10th Pass
CPI,0,4000000,1400000,RAJASTHAN,Graduate Professional
BJD,11,20000000,1800000,ODISHA,12th Pass
YSRCP,0,390000000,30000000,ANDHRA PRADESH,10th Pass
DMK,87,660000000,100000,JHARKHAND,10th Pass
BJP,0,30000000,1100000,UTTARAKHAND,10th Pass
BJP,0,50000000,0,PUNJAB,Graduate Professional
AITC,1,20000000,0,WEST BENGAL,12th Pass
JD(S),8,0,0,KERALA,Graduate Professional
BJD,0,20000000,1300000,ODISHA,Post Graduate
SP,3,0,50000000,UTTAR PRADESH,Graduate
DMK,26,300000000,4000000,MEGHALAYA,12th Pass
BJP,0,50000000,1600000,CHHATTISGARH,Graduate
JMM,1,10000000,400000,JHARKHAND,Graduate
INC,0,70000000,400000,ODISHA,Graduate
DMK,22,20000000,900000,TAMIL NADU,Graduate Professional
BJP,1,4000000,0,RAJASTHAN,Post Graduate
BJP,1,2500000,7400000,ASSAM,Graduate Professional
TDP,0,0,0,NAGALAND,Graduate Professional
INC,1,1900000,10000000,MAHARASHTRA,10th Pass
INC,1,7000000,230000000,KARNATAKA,Graduate Professional
BJP,0,50000000,6100000,UTTAR PRADESH,Doctorate
INC,0,15000,9000000,CHHATTISGARH,Graduate
BJP,2,20000000,0,WEST BENGAL,Post Graduate
NCP,7,70000000,0,KARNATAKA,Doctorate
BJP,0,20000000,0,ODISHA,Post Graduate
BJP,0,180000000,5800000,BIHAR,Graduate Professional
BJP,0,510000000,900000,UTTAR PRADESH,Graduate Professional
INC,0,120000000,20000000,PUDUCHERRY,12th Pass
NPP,11,0,8200000,ODISHA,8th Pass
AAP,0,6800000,4100000,ODISHA,Post Graduate
SP,1,0,4000000,UTTAR PRADESH,Post Graduate
DMK,9,0,900000,TAMIL NADU,Graduate Professional
BJP,10,100000000,280000000,MADHYA PRADESH,8th Pass
JD(S),1,890000000,120000000,MAHARASHTRA,Graduate Professional
BJP,2,8000000,4600000,UTTAR PRADESH,Graduate
YSRCP,2,7600000,1500000,MADHYA PRADESH,Post Graduate
SP,1,5300000,0,UTTAR PRADESH,10th Pass
BJP,1,110000000,1300000,TRIPURA,Graduate
INC,0,70000000,2100000,SIKKIM,Graduate Professional
YSRCP,0,20000000,1200000,HARYANA,12th Pass
INC,6,20000000,1000000,TAMIL NADU,8th Pass
SHS,3,170000000,4000000,KERALA,Graduate
BJP,1,80000000,9800000,MAHARASHTRA,12th Pass
BJP,0,0,1800000,UTTARAKHAND,Doctorate
BJP,2,690000000,2800000,ANDHRA PRADESH,Graduate Professional
BJP,0,11560000000,3500000,GUJARAT,5th Pass
BJP,1,40000000,20000000,MADHYA PRADESH,Graduate
BJP,3,10000000,1900000,PUDUCHERRY,12th Pass
INC,3,6500000,90000,ANDHRA PRADESH,Post Graduate
AITC,12,20000000,5100000,BIHAR,10th Pass
BJP,0,20000000,0,ASSAM,10th Pass
IND,1,630000000,800000,MAHARASHTRA,Post Graduate
JD(U),0,20000000,0,MAHARASHTRA,10th Pass
BJP,0,60000000,320000000,PUDUCHERRY,Graduate
BJP,2,80000000,10000000,MEGHALAYA,Graduate Professional
BJP,0,10000000,3600000,MADHYA PRADESH,Graduate Professional
CPI(M),5,20000000,1400000,KERALA,Graduate Professional
BJP,1,0,710000000,MADHYA PRADESH,Graduate
AAP,2,3500000,4000000,WEST BENGAL,Graduate Professional
INC,1,50000000,50000000,KARNATAKA,Graduate Professional
JD(U),1,20000000,0,BIHAR,10th Pass
DMK,6,60000000,900000,TAMIL NADU,10th Pass
JD(S),2,0,40000000,UTTAR PRADESH,Post Graduate
BJP,1,530000000,4500000,PUNJAB,Graduate Professional
INC,34,4300000,3200000,KARNATAKA,10th Pass
BJP,7,0,3200000,MAHARASHTRA,Graduate
BJP,5,4300000,1800000,HIMACHAL PRADESH,Post Graduate
BJP,3,20000000,9800000,KARNATAKA,Graduate
BJP,0,0,2000000,HIMACHAL PRADESH,10th Pass
BJP,0,650000000,260000000,MAHARASHTRA,Graduate Professional
BJP,0,0,10000000,HIMACHAL PRADESH,Post Graduate
BJP,0,0,0,GUJARAT,Graduate Professional
BJP,3,0,30000000,MAHARASHTRA,Graduate Professional
INC,1,4400000,0,TRIPURA,10th Pass
SP,1,30000000,0,UTTAR PRADESH,Post Graduate
BJP,3,50000000,5300000,MANIPUR,12th Pass
BJP,0,20000000,120000000,GUJARAT,5th Pass
BJP,0,20000000,5700000,GUJARAT,Post Graduate
BJP,0,80000000,1700000,MEGHALAYA,12th Pass
RJD,4,140000000,20000000,BIHAR,Graduate Professional
AAP,9,70000000,60000000,MAHARASHTRA,10th Pass
BJD,0,20000000,160000000,ODISHA,Post Graduate
BJP,0,20000000,10000000,GUJARAT,10th Pass
BJD,1,6800000,4500000,ODISHA,Post Graduate
DMK,10,0,1000000,TAMIL NADU,8th Pass
NCP,0,0,1200000,KARNATAKA,12th Pass
BJP,0,170000000,9900000,ANDHRA PRADESH,12th Pass
SP,1,10000000,0,UTTAR PRADESH,Graduate Professional
DMK,24,0,800000,TAMIL NADU,10th Pass
BJP,0,20000000,0,GUJARAT,10th Pass
INC,1,6700000,0,BIHAR,Graduate Professional
AAP,1,150000000,600000,DELHI,Others
BJP,0,50000000,1500000,GUJARAT,Graduate
IND,0,0,260000000,RAJASTHAN,Post Graduate
BJP,3,590000000,0,UTTARAKHAND,8th Pass
IND,7,1630000000,8400000,KARNATAKA,Graduate
AITC,1,130000000,0,WEST BENGAL,10th Pass
BJD,0,1000000,0,ODISHA,Graduate
BJP,0,2600000,27000,PUNJAB,12th Pass
DMK,7,70000000,4300000,TAMIL NADU,8th Pass
AAP,6,7600000,61000,KARNATAKA,Graduate Professional
INC,0,1800000,7000000,MAHARASHTRA,Graduate
DMK,25,0,60000000,KARNATAKA,Graduate Professional
BJP,0,10000000,10000000,MAHARASHTRA,10th Pass
BJP,0,580000000,260000000,MADHYA PRADESH,Graduate Professional
INC,7,160000000,5600000,PUNJAB,Graduate Professional
BJP,0,2960000000,3000000,MANIPUR,Graduate Professional
BJP,2,3500000,0,BIHAR,12th Pass
BJP,0,50000000,3300000,TRIPURA,Graduate
BJP,1,0,0,UTTAR PRADESH,Doctorate
SP,1,0,0,UTTAR PRADESH,Graduate Professional
BJP,3,80000000,2400000,PUNJAB,Graduate Professional
BJP,0,40000000,1300000,TRIPURA,Graduate
BJP,1,9100000,1020000000,HIMACHAL PRADESH,Graduate Professional
INC,1,0,2000000,NAGALAND,Graduate Professional
BJP,4,20000000,0,BIHAR,10th Pass
AITC,11,10000000,0,WEST BENGAL,10th Pass
BJP,0,120000000,1600000,TRIPURA,Graduate
CPI(M),4,10000000,0,KERALA,Graduate Professional
AAP,2,140000000,400000,HIMACHAL PRADESH,Graduate Professional
BJP,0,50000000,0,ASSAM,Graduate
BJP,0,0,3300000,UTTARAKHAND,Graduate Professional
BJP,18,6800000,1800000,MADHYA PRADESH,Post Graduate
INC,8,0,20000000,WEST BENGAL,10th Pass
JMM,4,20000000,0,JHARKHAND,Graduate Professional
CPI(M),1,20000000,20000000,KERALA,Graduate Professional
BJP,1,11560000000,2800000,MAHARASHTRA,Graduate Professional
CPI(M),5,20000000,1400000,KERALA,Graduate Professional
NCP,0,10000000,1300000,PUDUCHERRY,Graduate
BJP,4,60000000,10000000,PUNJAB,12th Pass
INC,0,6100000,4000000,TAMIL NADU,Graduate Professional
CPI(M),1,40000000,0,KERALA,10th Pass
JMM,0,20000000,0,JHARKHAND,10th Pass
BJP,1,4000000,10000000,ASSAM,10th Pass
INC,0,20000000,40000000,TRIPURA,Graduate
SP,1,0,0,UTTAR PRADESH,Post Graduate
SP,0,10000000,0,UTTAR PRADESH,Post Graduate
BJP,0,70000000,4400000,GUJARAT,5th Pass
BJP,5,20000000,900000,GUJARAT,Graduate Professional
JD(U),0,60000000,100000000,BIHAR,Graduate
NDPP,8,40000000,3100000,JHARKHAND,10th Pass
JD(S),3,300000000,7800000,KARNATAKA,Post Graduate
Sikkim Krantikari Morcha,0,2100000,1800000,ANDHRA PRADESH,Graduate
BJD,0,10000000,0,ODISHA,Post Graduate
SP,1,20000000,3200000,UTTAR PRADESH,Graduate Professional
CPI(M),0,380000000,1400000,KERALA,Graduate Professional
RJD,1,7600000,5200000,PUNJAB,8th Pass
AAP,2,0,20000000,MAHARASHTRA,Graduate Professional
SHS,3,240000000,100000,MAHARASHTRA,Graduate
BJP,0,60000000,4500000,CHHATTISGARH,Post Graduate
INC,0,5100000,6200000,MAHARASHTRA,Post Graduate
BJP,1,810000000,1400000,KERALA,Graduate Professional
SP,1,40000000,300000,UTTAR PRADESH,Post Graduate
YSRCP,1,50000000,200000,MEGHALAYA,12th Pass
BJP,0,180000000,2900000,BIHAR,Graduate Professional
BJP,0,30000000,10000000,GUJARAT,Literate
YSRCP,1,0,0,UTTARAKHAND,12th Pass
BJP,0,110000000,9800000,UTTAR PRADESH,Graduate
BJP,0,0,1400000,KERALA,Graduate Professional
INC,6,8100000,40000000,KARNATAKA,Post Graduate
DMK,6,70000000,800000,TAMIL NADU,10th Pass
AAP,0,6800000,0,PUNJAB,12th Pass
BJP,0,220000000,120000000,NAGALAND,Graduate Professional
AITC,0,0,1500000,WEST BENGAL,10th Pass
RJD,4,20000000,100000,BIHAR,12th Pass
AAP,2,10000000,400000,DELHI,Others
DMK,0,0,2000000,TAMIL NADU,Graduate Professional
BJP,4,20000000,0,BIHAR,12th Pass
INC,0,20000000,60000000,PUNJAB,10th Pass
SHS,3,70000000,30000000,MAHARASHTRA,10th Pass
AITC,2,10000000,0,BIHAR,12th Pass
IND,0,50000000,0,GOA,Post Graduate
AAP,0,410000000,0,PUNJAB,Post Graduate
BJP,2,5300000,0,ASSAM,12th Pass
YSRCP,0,5000000,0,MANIPUR,Graduate
INC,5,40000000,2300000,UTTAR PRADESH,Graduate Professional
YSRCP,0,0,2500000,ANDHRA PRADESH,12th Pass
IND,0,20000000,1400000,KERALA,Graduate Professional
AAP,0,20000000,0,UTTARAKHAND,Doctorate
CPI(M),1,10000000,0,KERALA,Graduate Professional
BJP,13,0,190000000,RAJASTHAN,Graduate Professional
INC,1,0,1800000,CHHATTISGARH,Post Graduate
BJP,0,0,1200000,GUJARAT,Literate
CPI(M),1,170000000,1400000,KERALA,Graduate Professional
DMK,11,0,1000000,TAMIL NADU,8th Pass
AITC,2,20000000,0,WEST BENGAL,Graduate
NDPP,0,30000000,0,JHARKHAND,Graduate Professional
BJP,1,6200000,0,ARUNACHAL PRADESH,10th Pass
SHS,3,0,40000000,MAHARASHTRA,10th Pass
INC,3,140000000,800000,MAHARASHTRA,Graduate Professional
YSRCP,34,9000000,800000,MAHARASHTRA,Post Graduate
INC,0,3600000,130000000,SIKKIM,Graduate Professional
BJP,3,0,4600000,ANDHRA PRADESH,Graduate Professional
INC,0,1870000000,7800000,MAHARASHTRA,10th Pass
AITC,2,0,0,WEST BENGAL,8th Pass
BJP,0,20000000,90000,HARYANA,Graduate
AITC,29,9400000,0,MAHARASHTRA,12th Pass
AAP,0,0,20000000,DELHI,Others
INC,1,110000000,10000000,RAJASTHAN,Graduate Professional
BJP,1,700000000,2700000,RAJASTHAN,Graduate Professional
AAP,1,10000000,0,DELHI,Others
YSRCP,0,80000000,20000000,ANDHRA PRADESH,Graduate
IND,0,20000000,2000000,HARYANA,Graduate
RJD,4,10000000,70000000,BIHAR,Post Graduate
Sikkim Krantikari Morcha,0,2100000,0,TRIPURA,Graduate
IND,0,8300000,300000,NAGALAND,Graduate
TDP,8,20000000,70000000,ANDHRA PRADESH,Graduate Professional
BJP,0,0,0,GUJARAT,Graduate
BJP,0,20000000,0,MADHYA PRADESH,Graduate Professional
NPP,0,0,0,CHHATTISGARH,10th Pass
JD(S),34,2930000000,30000000,WEST BENGAL,Graduate
BJP,0,40000000,2000000,ASSAM,Graduate Professional
AAP,1,680000000,160000000,PUNJAB,12th Pass
INC,0,9700000,4100000,MADHYA PRADESH,Graduate Professional
BJP,0,20000000,1200000,BIHAR,12th Pass
SP,1,0,0,UTTAR PRADESH,Post Graduate
BJP,0,40000000,900000,GUJARAT,Graduate Professional
BJD,0,150000000,3500000,ODISHA,Post Graduate
AAP,1,0,5300000,DELHI,Graduate Professional
AAP,0,70000000,0,GUJARAT,12th Pass
BJP,1,0,5400000,MADHYA PRADESH,Graduate Professional
INC,1,20000000,10000000,BIHAR,12th Pass
BJP,0,0,7400000,KARNATAKA,12th Pass
IND,0,70000000,5300000,BIHAR,Graduate
BJP,7,300000,30000000,UTTAR PRADESH,10th Pass
NCP,1,240000000,1000000,ANDHRA PRADESH,12th Pass
DMK,6,800000,0,TAMIL NADU,8th Pass
BJD,1,20000000,4800000,ODISHA,Post Graduate
BJP,2,10000000,0,MAHARASHTRA,Graduate Professional
BJP,1,20000000,4500000,KARNATAKA,Graduate Professional
BJP,0,0,0,UTTAR PRADESH,Graduate Professional
BJP,0,100000000,50000000,KARNATAKA,10th Pass
AAP,1,140000000,2000000,RAJASTHAN,Graduate Professional
RJD,4,40000000,0,BIHAR,12th Pass
IND,0,20000000,500000,CHHATTISGARH,10th Pass
YSRCP,0,170000000,9400000,ANDHRA PRADESH,Graduate
IND,0,40000000,3100000,RAJASTHAN,Graduate
AAP,5,10000000,0,GOA,Graduate Professional
RJD,4,20000000,2700000,BIHAR,Post Graduate
DMK,12,0,1000000,TAMIL NADU,Post Graduate
INC,0,20000000,100000000,ASSAM,Post Graduate
YSRCP,0,80000000,10000000,ANDHRA PRADESH,Graduate Professional
AITC,0,0,0,WEST BENGAL,Graduate Professional
AAP,0,2300000,0,ARUNACHAL PRADESH,12th Pass
AAP,0,20000000,4800000,UTTAR PRADESH,Post Graduate
BJP,0,30000000,4800000,MAHARASHTRA,Others
INC,2,6500000,150000000,TRIPURA,Graduate
YSRCP,19,0,200000000,MAHARASHTRA,10th Pass
IND,8,0,0,TAMIL NADU,Graduate Professional
INC,0,90000000,3500000,CHHATTISGARH,10th Pass
BJP,3,1220000000,5400000,GOA,8th Pass
BJP,0,40000000,2900000,UTTAR PRADESH,Graduate Professional
AAP,0,20000000,0,GUJARAT,5th Pass
BJD,3,20000000,1000000,ODISHA,10th Pass
BJP,2,20000000,61000,BIHAR,12th Pass
IND,4,100000000,0,BIHAR,12th Pass
SP,0,10000000,0,UTTAR PRADESH,Post Graduate
AAP,1,540000000,360000000,MAHARASHTRA,10th Pass
BJP,0,20000000,0,UTTAR PRADESH,Doctorate
AAP,0,180000000,110000000,GUJARAT,Graduate
BJP,5,20000000,0,UTTAR PRADESH,10th Pass
NPP,1,20000000,0,DELHI,Post Graduate
BJP,0,6200000,200000,ARUNACHAL PRADESH,Post Graduate
INC,1,120000000,120000000,CHHATTISGARH,Graduate Professional
BJD,29,20000000,10000000,ODISHA,Post Graduate
BJP,0,20000000,600000,ARUNACHAL PRADESH,Graduate Professional
RJD,4,20000000,2000000,BIHAR,10th Pass
NCP,0,0,6100000,TRIPURA,12th Pass
BJP,0,20000000,140000000,ASSAM,Graduate Professional
INC,19,80000000,60000000,MAHARASHTRA,Graduate Professional
AAP,0,1900000,1700000,UTTAR PRADESH,Graduate Professional
BJP,5,20000000,61000,BIHAR,Doctorate
Sikkim Krantikari Morcha,0,20000000,1500000,TAMIL NADU,Graduate
BJP,3,190000000,2000000,PUDUCHERRY,Graduate
AIADMK,43,0,0,TAMIL NADU,Post Graduate
BJP,5,1000000,0,GUJARAT,8th Pass
BJP,1,80000000,0,WEST BENGAL,Doctorate
BJP,0,6400000,4300000,WEST BENGAL,Graduate Professional
INC,0,2000000,1700000,RAJASTHAN,Graduate
BJP,1,160000000,0,MAHARASHTRA,Graduate Professional
BJP,0,20000000,1500000,GUJARAT,Graduate Professional
INC,8,0,20000000,KARNATAKA,Graduate Professional
INC,2,60000000,1500000,TRIPURA,12th Pass
AAP,3,0,30000000,MAHARASHTRA,10th Pass
IND,1,8300000,90000,PUNJAB,Graduate
BJD,0,20000000,200000,ODISHA,Post Graduate
YSRCP,3,20000000,200000,ANDHRA PRADESH,12th Pass
BJP,0,0,10000000,MADHYA PRADESH,Graduate Professional
AAP,1,1900000,0,TRIPURA,Others
BJP,0,20000000,8810000000,MANIPUR,Graduate
AAP,1,20000000,0,ODISHA,Post Graduate
SHS,3,90000000,30000000,MAHARASHTRA,Post Graduate
BJP,0,3900000,7600000,GUJARAT,Graduate Professional
AAP,0,130000000,230000000,MADHYA PRADESH,Graduate
BJD,4,20000000,2800000,ODISHA,12th Pass
BJP,0,8300000,2100000,GUJARAT,Graduate
BJP,0,5700000,3700000,GUJARAT,Graduate
RJD,4,80000000,0,BIHAR,12th Pass
BJP,0,140000000,5700000,MADHYA PRADESH,Graduate Professional
TDP,0,40000000,20000000,MANIPUR,Graduate
IND,0,330000000,400000,NAGALAND,Graduate
DMK,7,100000000,200000000,TAMIL NADU,Graduate
INC,1,540000000,40000000,KARNATAKA,12th Pass
BJP,0,40000000,5900000,SIKKIM,Graduate
BJP,1,8200000,0,WEST BENGAL,10th Pass
BJP,0,60000000,1500000,MADHYA PRADESH,Graduate
AITC,0,10000000,0,WEST BENGAL,Post Graduate
BJP,1,40000000,1600000,UTTAR PRADESH,Graduate Professional
INC,1,350000000,5700000,RAJASTHAN,Graduate Professional
BJP,2,0,1200000,ANDHRA PRADESH,12th Pass
BJP,0,20000000,2000000,HIMACHAL PRADESH,Post Graduate
JMM,0,6000000,5000000,JHARKHAND,Post Graduate
BJP,0,40000000,39000,HIMACHAL PRADESH,Graduate Professional
BJP,1,40000000,110000000,BIHAR,Doctorate
BJD,1,20000000,0,ODISHA,Post Graduate
DMK,10,0,10000000,TAMIL NADU,Graduate
BJP,0,40000000,200000,RAJASTHAN,Graduate
SP,0,0,0,UTTAR PRADESH,Post Graduate
INC,1,9200000,120000000,MAHARASHTRA,Graduate Professional
RJD,4,70000000,1100000,TAMIL NADU,12th Pass
AITC,1,1100000,5000000,MADHYA PRADESH,8th Pass
JMM,7,5100000,300000,JHARKHAND,12th Pass
NCP,0,72000,2300000,PUNJAB,Post Graduate
BJP,0,0,20000000,GUJARAT,Others
JD(U),1,40000000,0,NAGALAND,Graduate
BJP,1,320000000,6500000,KARNATAKA,Graduate Professional
BJP,0,20000000,1000000,MADHYA PRADESH,Graduate Professional
INC,2,110000000,3200000,KARNATAKA,Graduate Professional
CPI(M),3,6700000,0,KERALA,10th Pass
JD(S),0,50000000,300000,PUNJAB,Post Graduate
INC,1,8200000,2800000,KARNATAKA,Graduate Professional
AITC,1,10000000,0,WEST BENGAL,10th Pass
NDPP,0,50000000,200000,BIHAR,Graduate Professional
YSRCP,0,80000000,0,HARYANA,Post Graduate
AITC,1,30000000,0,BIHAR,10th Pass
AIADMK,29,20000000,0,TAMIL NADU,Post Graduate
INC,3,80000000,2000000,ASSAM,Graduate Professional
BJP,0,20000000,5700000,RAJASTHAN,Post Graduate
INC,1,1500000,40000000,KARNATAKA,Graduate Professional
AITC,19,270000000,0,ASSAM,10th Pass
AAP,5,20000000,1200000,ODISHA,Graduate Professional
INC,2,20000000,20000000,MAHARASHTRA,10th Pass
INC,1,450000000,9000000,ARUNACHAL PRADESH,Graduate
BJP,1,0,1600000,GUJARAT,12th Pass
BJP,0,0,4300000,WEST BENGAL,8th Pass
BJP,1,60000000,4500000,UTTAR PRADESH,Graduate Professional
AITC,1,0,0,WEST BENGAL,8th Pass
BJP,6,50000000,4200000,MAHARASHTRA,Graduate
BJP,0,60000000,4400000,ARUNACHAL PRADESH,Graduate Professional
BJP,1,340000000,1500000,RAJASTHAN,Graduate Professional
YSRCP,0,20000000,20000000,MADHYA PRADESH,Graduate
BJP,0,110000000,7000000,RAJASTHAN,10th Pass
AAP,1,1100000000,3000000,KARNATAKA,10th Pass
BJP,0,40000000,2600000,GUJARAT,Doctorate
CPI(M),1,100000000,7200000,KERALA,Graduate Professional
BJP,0,480000000,1400000,KARNATAKA,Graduate
NPP,0,20000000,0,PUNJAB,10th Pass
BJP,1,1910000000,1110000000,PUNJAB,Graduate Professional
NPP,0,70000000,0,MANIPUR,Graduate Professional
BJP,0,9400000,3600000,HIMACHAL PRADESH,Graduate Professional
AAP,0,4600000,350000000,MADHYA PRADESH,Graduate Professional
BJP,0,60000000,3300000,GUJARAT,Graduate
BJP,0,7900000,40000000,GUJARAT,5th Pass
SP,1,0,0,UTTAR PRADESH,Graduate Professional
BJP,0,1280000000,1800000,PUNJAB,8th Pass
JMM,0,2600000,300000,JHARKHAND,Graduate Professional
BJP,1,70000000,700000,MAHARASHTRA,12th Pass
NCP,7,0,6900000,PUNJAB,Post Graduate
AAP,0,10000000,0,NAGALAND,Post Graduate
BJD,3,20000000,3600000,DELHI,Post Graduate
IND,1,50000000,20000000,BIHAR,Graduate
BJP,0,70000000,1500000,GUJARAT,10th Pass
DMK,7,110000000,0,UTTAR PRADESH,Graduate Professional
NDPP,0,20000000,400000,ARUNACHAL PRADESH,Graduate Professional
JD(S),1,10000000,30000000,MAHARASHTRA,10th Pass
AAP,2,20000000,80000000,DELHI,Others
JD(U),4,10000000,7900000,BIHAR,10th Pass
AITC,0,6200000,100000,PUNJAB,8th Pass
CPI,11,210000000,300000,ODISHA,12th Pass
AIADMK,13,360000000,1000000,CHHATTISGARH,Graduate Professional
CPI(M),5,10000000,1400000,KERALA,Graduate Professional
BJP,0,9800000,74000,MADHYA PRADESH,Graduate Professional
BJP,0,20000000,1400000,RAJASTHAN,5th Pass
YSRCP,0,1890000000,4200000,ANDHRA PRADESH,10th Pass
BJP,0,8600000,7600000,TRIPURA,12th Pass
NCP,0,530000000,210000000,SIKKIM,Graduate
BJP,9,170000000,70000000,MAHARASHTRA,10th Pass
CPI(M),0,40000000,1400000,KERALA,Graduate Professional
YSRCP,8,170000000,20000000,HIMACHAL PRADESH,Graduate
INC,0,20000000,1100000,RAJASTHAN,Graduate Professional
IND,1,0,0,WEST BENGAL,10th Pass
JD(U),29,170000000,80000000,GUJARAT,Graduate Professional
INC,1,20000000,5200000,WEST BENGAL,8th Pass
BJD,0,20000000,0,ODISHA,Graduate
BJP,0,330000000,60000000,RAJASTHAN,Graduate Professional
BJP,9,0,0,GUJARAT,Others
BJP,0,10000000,0,UTTAR PRADESH,Post Graduate
BJP,0,20000000,900000,UTTAR PRADESH,10th Pass
BJP,1,3600000,1300000,PUDUCHERRY,Graduate
SHS,3,230000000,0,MAHARASHTRA,10th Pass
BJP,5,70000000,0,KARNATAKA,10th Pass
NCP,0,0,30000000,MAHARASHTRA,10th Pass
SP,0,70000000,3200000,UTTAR PRADESH,Graduate Professional
INC,1,30000000,400000,JHARKHAND,10th Pass
NCP,1,110000000,30000000,MAHARASHTRA,Graduate Professional
AITC,1,10000000,0,WEST BENGAL,10th Pass
BJP,3,7900000,9500000,KARNATAKA,10th Pass
AAP,2,20000000,10000000,WEST BENGAL,12th Pass
AAP,0,360000000,700000,PUNJAB,Post Graduate
BJP,0,4900000,1700000,GUJARAT,12th Pass
INC,0,1910000000,1500000,PUNJAB,Graduate Professional
DMK,25,70000000,2000000,TAMIL NADU,12th Pass
